CODIGO,DESCRIPCION,MARCA,HIPERFAMILIA,FAMILIA,SUBFAMILIA,COSTO_PROMEDIO,PRECIO_IVA,SOCIO_IVA,PEM_DISP,PEM_TRANS,PEM_BOD,SEM_DISP,SEM_BOD,CEM_DISP,CEM_BOD,MEM_DISP,MEM_BOD,IEM_DISP,IEM_TRANS,TEM_DISP,TEM_TRANS,RCE_DISP,CD_DISP,CD_TRANS
11071,SODA CAUSTICA BOLSA 1/2KG DIDEVAL(SODA002)(E40),Dideval,GASFITERIA,DRENAJE,INSUMOS,681,2649,2649,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0
11102,"GOLILLA PLANA CTE. 1/4"" (E200) (PGCC-200)",FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,"TUERCAS, GOLILLAS Y GOMAS",10,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11104,"GOLILLA PLANA CTE. 5/16"" (E200) (PGCF-200)",FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,"TUERCAS, GOLILLAS Y GOMAS",14,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11106,"GOLILLA PLANA CTE. 3/8"" (E200) (PGCE-200)",FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,"TUERCAS, GOLILLAS Y GOMAS",41,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,"GOLILLA PLANA CTE. 1/2""(E200) (PGCB-200)",FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,"TUERCAS, GOLILLAS Y GOMAS",25,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11112,"GOLILLA PLANA CTE. 5/8"" (E200) (PGCG-200)",FERROMAT,,,"TUERCAS, GOLILLAS Y GOMAS",59,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11114,"GOLILLA PLANA CTE. 3/4"" (E200) (PGCD-200)",FERROMAT,,,"TUERCAS, GOLILLAS Y GOMAS",69,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11118,"GOLILLA PLANA CTE. 1"" (E100) (PGBZ-100)",FERROMAT,,,"TUERCAS, GOLILLAS Y GOMAS",90,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11129,"ROLLO MANGA POLIETILENO TRANSP VIRGEN 4MTX0,20 MICRAS (35 MT LINEALES APROX)(E1)",COMERCIAL XP ,MATERIALES DE CONSTRUCCION,TECHUMBRE Y AISLACION,POLIETILENO,56722,128480,128480,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
11146,"ZINC ALUM LISO 0.35 X 2,00 MT (1200055) (4.92 KG) VILLAL (E1)",VILLALBA,ACERO,ZINC,ZINC LISO Y DIAMANTADO,4868,8255,8255,77,60,77,0,0,0,0,0,0,0,0,0,0,0,0,0
11148,"ZINC ALUM LISO 0.35 X 3,00 MT (1200057) (7.88 KG) VILLAL (E1)",VILLALBA,ACERO,ZINC,ZINC LISO Y DIAMANTADO,7255,11736,11736,223,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0
11193,"ESCALERA ARTICULADA 12 PELD. EXTENS. 3,55 MTS.150 KG EAM-PRO/ DOER (E1)",BILDER,MATERIALES DE CONSTRUCCION,TECHUMBRE Y AISLACION,ESCALERAS,35036,58295,58295,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0
11196,ESCALA TIJERA ALUMINIO 3 PELD + BASE 1.21 MT (90 KG) WINNER (204)  (E1),PRODALUM,MATERIALES DE CONSTRUCCION,TECHUMBRE Y AISLACION,ESCALERAS,28913,62580,62580,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11197,ESCALA TIJERA ALUMINIO 4 PELD+ BASE 1.52 MT (90 KG) WINNER (205) (E1),PRODALUM,MATERIALES DE CONSTRUCCION,TECHUMBRE Y AISLACION,ESCALERAS,30249,77050,77050,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11198,ESCALA TIJERA ALUMINIO 5 PELD + BASE 1.82 MT (90 KG) WINNER (206) (E1),PRODALUM,MATERIALES DE CONSTRUCCION,TECHUMBRE Y AISLACION,ESCALERAS,36694,80290,80290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212,"BOLSA 2 UNIDADES POMEL 3/8""  FERROMAT (LPAD-002) (E50)",FERROMAT QUINCALLERI,FERRETERIA,FIJACIONES,POMELES,277,622,622,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11213,"BOLSA 2 UNIDADES POMEL 1/2"" FERROMAT (LPAB-002)(E50)",FERROMAT QUINCALLERI,FERRETERIA,FIJACIONES,POMELES,571,1114,1114,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11214,"BOLSA 2 UNIDADES POMEL 5/8"" FERROMAT (LPAE-002)(E50)",FERROMAT QUINCALLERI,FERRETERIA,FIJACIONES,POMELES,691,1584,1584,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11215,"BOLSA 2 UNIDADES POMEL 3/4"" FERROMAT(LPAC-002)(E50)",FERROMAT QUINCALLERI,FERRETERIA,FIJACIONES,POMELES,968,2351,2351,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11216,"BOLSA 2 UNIDADES POMEL 1"" FERROMAT (LPAA-002)(E50)",FERROMAT QUINCALLERI,FERRETERIA,FIJACIONES,POMELES,1718,4293,4293,0,20,0,5,5,0,0,0,0,0,0,0,0,0,0,0
11217,"BOLSA 2 UNIDADES POMEL 7/8"" FERROMAT (LPAF-002)(E50)",FERROMAT QUINCALLERI,FERRETERIA,FIJACIONES,POMELES,1289,3592,3592,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11351,CANDADO PROFESIONAL # 330 ODIS (CAN0000042) (12),ODIS-CANDADOS,FERRETERIA,QUINCALLERIA Y CERRAJERIA,CANDADOS,5057,12242,12242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11415,"CINTA MASKING 3/4"" FIXO- (URO) (e48)",Fixo,FERRETERIA,CINTAS ADHESIVAS,CINTA ENMASCARAR,250,610,610,0,0,0,9,9,0,0,0,0,0,0,0,48,0,0,0
11416,"CINTA MASKING 1"" FIXO- (URO) (e48)",Fixo,FERRETERIA,CINTAS ADHESIVAS,CINTA ENMASCARAR,309,830,830,0,0,0,10,10,0,0,0,0,0,0,0,48,0,0,0
11417,"CINTA MASKING 2"" FIXO Y/O UYUSTOOLS 40 MTS (e24)",Fixo,FERRETERIA,CINTAS ADHESIVAS,CINTA ENMASCARAR,583,1510,1510,0,0,0,233,233,0,0,0,0,0,0,0,0,0,0,0
11419,"PISTOLA XL (15"") 600 ML CALAFATEO (S/ PU-40 PATE) ALUMINIO VALPRIK  (30118) E6",PRY-MET,TERMINACIONES,"ADHESIVOS, SELLANTES Y QUÍMICOS",SILICONAS,4562,16007,16007,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
11420,CINTA JOINT (MASTER JOIN) 5 CM X 45 MT (1002767864],MTS,MATERIALES DE CONSTRUCCION,TABIQUERIA Y REVESTIMIENTOS,CINTAS Y PASTAS PARA JUNTURAS,550,1990,1990,0,0,0,131,131,0,0,0,0,0,0,0,0,0,0,0
11421,MASILLA JUNTURAS 1 KG WEBER (E18) (QUI098),WEBER,MATERIALES DE CONSTRUCCION,TABIQUERIA Y REVESTIMIENTOS,CINTAS Y PASTAS PARA JUNTURAS,2874,7712,7712,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0
11422,HUAIPE COLOR CTE CAMUS,Hilacha,TERMINACIONES,PINTURA,BROCHAS Y RODILLOS,1342,3740,3740,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
11423,HUAIPE BLANCO CTE 1 KL HILACHA CAMUS HMB109,Hilacha,TERMINACIONES,PINTURA,BROCHAS Y RODILLOS,1349,3270,3270,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0
11424,HUAIPE SEDA BLANCO 1 KL HILACHAS - CAMUS (HSB009),Hilacha,TERMINACIONES,PINTURA,BROCHAS Y RODILLOS,4051,9670,9670,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0
11425,TRAPO LIMPIEZA FRANELA X KILO,Hilacha,TERMINACIONES,PINTURA,BROCHAS Y RODILLOS,1091,3180,3180,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0
11427,WD40 CHICO 155 GRS,wd-40,FERRETERIA,QUIMICOS Y PEGAMENTOS,LUBRICANTES,4142,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11430,WD40 CHICO 155  GRS + 20%  GRATIS,wd-40,FERRETERIA,QUIMICOS Y PEGAMENTOS,LUBRICANTES,4134,7937,7937,0,24,0,3,3,0,0,0,0,0,0,0,0,0,0,0
11501,CORDON ELEC. (PVC) 3X1.5MM (3X16) H05VV-F BLANCO(E100) (REGALOHOGAR),LUQUE-CORDON,ELECTRICIDAD,CONDUCTORES,CABLES Y ALAMBRES,994,2510,2510,0,0,0,34,34,4,4,0,0,0,0,0,0,0,0,0
11502,CORDON ELEC.(PVC) 3X2.5MM(3X14) H05VV-F(E100) NEGRO(REGALOHOGAR),LUQUE-CORDON,ELECTRICIDAD,CONDUCTORES,CABLES Y ALAMBRES,1151,2610,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11503,CORDON ELEC.(PVC) 4X2.5MM(4X14) H05VV-F(E100) NEGRO (REGALOHOGAR),LUQUE-CORDON,ELECTRICIDAD,CONDUCTORES,CABLES Y ALAMBRES,1639,3005,3005,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0
11504,CABLE SOLDAR 1X 35 MM2 SECC.CUADRADA GOMA 225 AMP TOPWELD (X MT) H01N2- LUQUE,LUQUE-CORDON,ELECTRICIDAD,CONDUCTORES,CABLES Y ALAMBRES,0,8440,8440,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
11505,CABLE SOLDAR 1X 50 MM2 SECC.CUADRADA GOMA 300 AMP TOPWELD (X MT) H01N2- LUQUE,LUQUE-CORDON,,,CABLES Y ALAMBRES,5793,9590,9590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11506,ESCALA TIJERA ALUMINIO 6 PELD+ BASE 2.13 MT (90 KG) (207) (E1),PRODALUM,MATERIALES DE CONSTRUCCION,TECHUMBRE Y AISLACION,ESCALERAS,47555,103450,103450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11507,CABLE SOLDAR 1X 70 MM2 SECC.CUADRADA GOMA 500 AMP TOPWELD (X MT) H01N2- LUQUE,LUQUE-CORDON,,,CABLES Y ALAMBRES,8495,14420,14420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11510,CORDON GOMA SJO 3 X 14 LUQUE,LUQUE-CORDON,ELECTRICIDAD,CONDUCTORES,CABLES Y ALAMBRES,1029,3540,3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11524,"(CD) MALLA RASCHEL NEGRA 4,20 ANCHO 80% X ROLLO 100 MTS (E1)",MTS-IMP-RASCHEL,MATERIALES DE CONSTRUCCION,"MALLAS, PILARES Y CADENAS",MALLAS PERIMETRALES,62259,119300,119300,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
11589,TARUGO PALOMA # 4-12  MURITO P/VOLCANITA POR UN.  (E-500) (FUAQ-500),FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,TARUGOS,20,80,80,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0
11590,TARUGO PLASTICO  # 5  POR UN. (E-1000)  (FUAL-110),FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,TARUGOS,4,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11591,TARUGO PLASTICO #  6  POR UN. (E-1000)  (FUAM-110),FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,TARUGOS,7,20,20,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0
11592,TARUGO PLASTICO # 8  POR UN. (E-1000)  (FUAN-110),FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,TARUGOS,12,40,40,0,0,0,581,581,0,0,0,0,0,0,0,0,0,0,0
11593,TARUGO PLASTICO  # 10 POR UN. (E-1000) (FUAO-110),FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,TARUGOS,15,60,60,0,0,0,1758,1758,0,0,0,0,0,0,0,0,0,0,0
11594,TARUGO PLASTICO # 12 POR UN. (E-1000)  (FUAP-110),FERROMAT PERNOS/CLAV,FERRETERIA,FIJACIONES,TARUGOS,30,90,90,0,0,0,413,413,0,0,0,0,0,0,0,0,0,0,0
11604,FLAPPER ESTANQUE WC C/ CADENA PLASTICA HOFFENS/MIXA (11604) (E25),Hoffens,GASFITERIA,SIFONES Y DESAGUES,"SIFONES, DESAGÜES Y REJILLAS",622,1680,1680,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
116623,PUNTA CORONA  15/16 CROSS (257761),Crossman,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES PUNTA CORONA,4066,13830,13830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116628,"CHICHARRA [ ] 3/4 X 20"" CROSS (257850)",Crossman,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,CHICHARRAS,33241,78730,78730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116630,MASILLA MAGICA LIVIANA 700 ML S/CATAL (e=12),Sherwinwillians,TERMINACIONES,PINTURA,PASTAS Y TEXTURAS,6595,12310,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116634,MASILLA MAGICA LIVIANA GL S/CATAL  (e=4),Sherwinwillians,TERMINACIONES,PINTURA,PASTAS Y TEXTURAS,30593,55510,55510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116636,MASILLA MAGICA LIVIANA 350 ML S/CATAL (e=24),Sherwinwillians,TERMINACIONES,PINTURA,PASTAS Y TEXTURAS,3473,5870,5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116677,PUNTA Y CORONA 27 MM CROSS (257627),Crossman,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES PUNTA CORONA,7746,23270,23270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116679,PUNTA CORONA 1.1/8 CROSS (257764),Crossman,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES PUNTA CORONA,9875,25190,25190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116680,"BARROTE CORREDIZO 3/4 X 20"" CROSS (257852)",Crossman,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,CHICHARRAS,15921,37280,37280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116681,PUNTA CORONA  1/4 CROSS (257750),Crossman,,,LLAVES PUNTA CORONA,794,3570,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116682,PUNTA CORONA  5/16 CROSS (257751),Crossman,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,LLAVES PUNTA CORONA,1125,3390,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116702,CANDADO PROFESIONAL # 350 ODIS (CAN0000059) (E6),ODIS-CANDADOS,FERRETERIA,QUINCALLERIA Y CERRAJERIA,CANDADOS,17673,34420,34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11735,REGULADOR P/GAS 45 KG C/ FLEXIBLE(E1),SPLENDID,GASFITERIA,GAS,REGULADORES Y MANGUERAS,28885,49444,49444,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
11779,BALDE ALBAÑIL CONCRETERO 12 LITROS (1000293687) MTS,MTS,MATERIALES DE CONSTRUCCION,ALBAÑILERIA,CARRETILLAS Y PALAS,1455,3200,3200,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0
11810,PILA DURACELL GRANDE MN1300 B2  BLISTER 2 UNID. (1003550503) (E=48 BL),Duracell,ELECTRICIDAD,PILAS Y LINTERNAS,PILAS Y LINTERNAS,2690,5206,5206,0,0,0,0,0,2,2,0,0,0,0,0,48,0,0,0
11811,PILA DURACELL MEDIANA MN1400 B4  BLISTER 2 UNID. DURACELL(1003106617) (E=48 BL),Duracell,ELECTRICIDAD,PILAS Y LINTERNAS,PILAS Y LINTERNAS,2058,5830,5830,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0
11812,PILA DURACELL CHICA (AA)  MN1500B2 BLISTER 2 UN. (1003106619) (E= 48 BL),Duracell,ELECTRICIDAD,PILAS Y LINTERNAS,PILAS Y LINTERNAS,1384,2574,2574,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
11813,PILA DURACELL TRIPLE A (AAA)MN2400  BLISTER 2 UNID. (1003106623) (E=48 BL),Duracell,ELECTRICIDAD,PILAS Y LINTERNAS,PILAS Y LINTERNAS,1390,2574,2574,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0
11814,BATERIA DURACELL MN1604 9 V ADEL (1003106621) (E=48 BL),Duracell,ELECTRICIDAD,PILAS Y LINTERNAS,PILAS Y LINTERNAS,2162,8574,8574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11815,PILA DURACELL BOTON LITHIUM CR2032 X UNIDAD (1004028515)(E40),Duracell,ELECTRICIDAD,PILAS Y LINTERNAS,PILAS Y LINTERNAS,454,793,793,0,0,0,196,196,0,0,0,0,0,0,0,0,0,0,0
120063,TAPAGORRO SAN GRIS 40 MM  (20473) (E20),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC SANITARIO,131,468,468,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0
120064,TAPAGORRO SAN GRIS 50 MM  (20474) (E20),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC SANITARIO,138,456,456,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0
120066,TAPAGORRO SAN GRIS 110 MM  (20451) (E10),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC SANITARIO,256,1041,1041,0,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0
120074,FLEXADREN AGRICOLA 100 MM R-50 (351048),Petroflex,FERRETERIA,AGRICOLA Y JARDINERIA,RIEGO,2127,6962,6962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12597,SIERRA COPA A/R H00-35 25/32 - 20 MM STARRET (670105),Starret,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4471,16470,16470,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
12598,REGULADOR  P/GAS 11-15 KG SPLENDID  ( E-12) (1000588121),CEMCO,GASFITERIA,GAS,REGULADORES Y MANGUERAS,5288,9510,9510,0,0,0,14,14,0,0,0,0,0,0,0,0,0,156,0
12599,REGULADOR  P/GAS 11-15 KG CEMCO  ( E-12) (1003280796),MTS,GASFITERIA,GAS,REGULADORES Y MANGUERAS,5683,8990,8990,0,0,0,19,19,0,0,0,0,0,0,0,0,0,156,0
12602,"CADENA MOTOSIERRA 14"" MOD-MS-170 50ESLABON STHIL(1136360000050)",STHIL MOTOSIERRA ,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,MOTOSIERRAS,13356,24990,24990,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
12604,"CADENA MOTOSIERRA 18"" MOD-MS-250 68ESLABON STHIL(1136290000068)",STHIL MOTOSIERRA ,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,MOTOSIERRAS,17542,32990,32990,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
12605,"CADENA MOTOSIERRA 16"" MOD-MS-210 55ESLABON STHIL(1136360000055)",STHIL MOTOSIERRA ,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,MOTOSIERRAS,14885,26990,26990,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
12611,COPLA PVC HIDRAULICO 20 MM   (20128) (E60),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,40,141,141,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0
12612,COPLA PVC HIDRAULICO 25 MM  (20161) (E30),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,63,153,153,0,0,0,115,115,0,0,0,0,0,0,0,0,0,0,0
12613,COPLA PVC HIDRAULICO 32 MM (60278) (E15),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,124,333,333,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0
12614,COPLA PVC HIDRAULICO 40 MM  (20171) (E15),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,132,494,494,0,30,0,1,3,0,0,0,0,0,0,0,0,0,0,0
12615,COPLA PVC HIDRAULICO 50 MM  (20170) (E10),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,239,787,787,0,50,0,6,6,0,0,0,0,0,0,0,0,0,0,0
12616,COPLA PVC HIDRAULICO 63 MM  (60138) (E10),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,451,1573,1573,0,10,0,6,6,0,0,0,0,0,0,0,0,0,0,0
12617,COPLA PVC HIDRAULICO 75 MM  (50674) (E1),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,741,3078,3078,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
12618,COPLA PVC HIDRAULICO 90 MM  (50188) (E1),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,3271,7420,7420,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
12619,COPLA PVC HIDRAULICO 110 MM  (90848) (E1),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,1576,4174,4174,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
12620,TERMINAL PVC HE (CEM) HIDRAULICO 20 MM  (20129) (E60),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,41,118,118,0,0,0,108,108,1,1,0,0,0,0,0,0,0,0,0
12621,TERMINAL PVC HE (CEM) HIDRAULICO 25 MM  (20147) (E30),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,67,163,163,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0
12622,TERMINAL PVC HE (CEM) HIDRAULICO 32 MM (20151) (E30),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,118,339,339,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0
12623,TERMINAL PVC HE (CEM) HIDRAULICO 40 MM  (20162) (E15),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,149,716,716,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0
12624,TERMINAL PVC HE (CEM) HIDRAULICO 50 MM X 1.1/2  (20166) (E10),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,258,714,714,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0
12625,TERMINAL PVC HE (CEM) HIDRAULICO 63 MM (60141) (E10),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,464,1507,1507,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
12626,TERMINAL PVC HE (CEM) HIDRAULICO 75 MM (60264) (E1),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,1196,2501,2501,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0
12628,TERMINAL PVC HE (CEM) HIDRAULICO 110 MM (60266) (E1),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,1847,6184,6184,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
12629,TERMINAL PVC HI (CEM) HIDRAULICO 20 MM  (20130)(E60),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,56,179,179,0,120,0,76,76,1,1,0,0,0,0,0,0,0,0,0
12630,TERMINAL PVC HI (CEM) HIDRAULICO 25 MM (20148) (E30),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,85,288,288,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0
12631,TERMINAL PVC HI (CEM) HIDRAULICO 32 MM  (20152) (E15),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,117,510,510,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0
12632,TERMINAL PVC HI (CEM) HIDRAULICO 40 MM (20163) (E15),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,289,722,722,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0
12633,TERMINAL PVC HI (CEM) HIDRAULICO 50 MM  (20167) (E10),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,330,1124,1124,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0
12634,TERMINAL PVC HI (CEM) HIDRAULICO 63 MM (60183)(E10),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,649,1789,1789,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0
12635,TERMINAL PVC HI (CEM) HIDRAULICO 75 MM (60255)(E1),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,4416,8606,8606,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
12636,TERMINAL PVC HI (CEM) HIDRAULICO 90 MM (60256)(E1),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,4778,13015,13015,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
12637,TERMINAL PVC HI (CEM) HIDRAULICO 110 MM (60257)(E1),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,11965,24928,24928,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
12638,TEE PVC (CEM) HIDRAULICO 20 MM (20131) (E60),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,86,249,249,0,120,0,61,61,0,0,0,0,0,0,0,0,0,0,0
12639,TEE PVC (CEM) HIDRAULICO 25 MM  (20144) (E60),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,120,377,377,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0
12640,TEE PVC (CEM) HIDRAULICO 32 MM (20150) (E15),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,194,675,675,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0
12641,TEE PVC (CEM) HIDRAULICO 40 MM (20159) (E15),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,332,1288,1288,0,15,0,14,14,0,0,0,0,0,0,0,0,0,0,0
