CODIGO,DESCRIPCION,MARCA,HIPERFAMILIA,FAMILIA,SUBFAMILIA,COSTO_PROMEDIO,PRECIO_IVA,SOCIO_IVA,PEM_DISP,PEM_TRANS,PEM_BOD,SEM_DISP,SEM_BOD,CEM_DISP,CEM_BOD,MEM_DISP,MEM_BOD,IEM_DISP,IEM_TRANS,TEM_DISP,TEM_TRANS,RCE_DISP,CD_DISP,CD_TRANS
HOFF0147,ADHESIVO PVC  C/ APLICADOR  HOFFENS   GRANDES  DIMENSIONES 470CC   (51642) (E1),Hoffens,GASFITERIA,"CAÑERIAS, TUBERIAS Y FITTING",PVC HIDRAULICO,4656,7490,7490,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0
HOJA0001,"HOJA CALAR T118AF CORTE EN ALUMINIO, METAL, 3PZAS BLISTER BOSCH (2608636665)",BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",2962,6460,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0002,HOJA CALAR T244D CTES RÁPIDOS EN MADERA CURVOS 5 UN BT BOSCH (2608667302),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",4871,10160,10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0003,HOJA CALAR T118B CTE ACERO-ALUM-MET-PLAST-MADERA 5 UN BT BOSCH (2608668146),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",4655,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0004,HOJA CALAR T118A CORTE ACERO/ALUM/MET NO FÉRRICOS 5 PZAS BOSCH (2608668145)(E5),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4763,15868,15868,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
HOJA0005,HOJA CALAR T144D CORTE RÁPIDO EN MADERA 5PZAS BOSCH (2608667301)(E5),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5355,16661,16661,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
HOJA0006,"HOJA DE CALAR T101B CORTE LIMPIO EN MADERA, PLASTICOS 5PZAS (7305) BOSCH",BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",2952,7480,7480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0007,"HOJA CALAR T111C CORTE METAL, MADERA, PLÁSTICOS, 5 UN BT BOSCH (2608667300)",BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",4621,15868,15868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0008,HOJA DE CALAR T308BFP CORTE EN MADERA DURA 3 PZAS BOSCH (2608901714),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",6202,16210,16210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0009,HOJA CALAR T101BR CORTE LIMPIO AMBOS LADOS MADERA 5 UN BOSCH (2608667306),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIENTAS (ELIMINAR),"CUCHILLOS, LIJAS Y SIERRAS",5542,15728,15728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0010,HOJA CALAR T101D X CTE LIMPIO MADERA CORTES RECTOS 5 UN BOSSCH (2608667307),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",4877,10250,10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0011,HOJA DE CALAR T234X 3PZAS-PROGRESSOR MADER(7519) BOSCH,BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",2750,6840,6840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0012,HOJA DE CALAR T308BOF EXTRA LIMPIO PARA MADERA 5 PZAS BOSCH (2608636663),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",2526,10330,10330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0013,HOJA DE CALAR T345XF PROGRESSOR MADERA METAL 3 PZAS BOSCH (2608636829),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",4221,8610,8610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0014,HOJA OMT SEGMENTADA BIM PARA METAL Y MADERA 85 MM 1 UN BOSCH (2608669086),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",4831,20230,20230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0016,HOJA OMT DE INMENSION BIM PARA METAL 20 MM 1 UNIDAD BOSCH (2608661641),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",4390,9810,9810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0017,HOJA OMT DE INMENSION BIM PARA MADERA Y 40 MM 1 UNIDAD BOSCH (2608669078),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",3660,14810,14810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0018,HOJA OMT INMENSION BIM PARA MADERAS DURAS 40MM 1 UN BOSCH (2608661645)(E1),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",3224,10280,10280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0019,HOJA OMT INMENSION PARA MADERA 40 MM DE ACERO HCS 1 UN BOSCH (2608661637),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",4897,10690,10690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0020,HOJA OMT SEGMENTADA PARA MADERA DE 85 MM 1 UNIDAD BOSCH (2608661643),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",4173,18830,18830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0025,HOJA OMT REMOSION PARA RECINAS BLANDAS 1 UNIDAD BOSCH (2608661647),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",2601,11070,11070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0027,PACK DE LIJAS DELTA PARA MADERA GOP 10UNID.BOSCH(2608607540),BOSCH,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,ABRASIVOS,2103,6870,6870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0029,HOJA SIERRA SABLE METAL 1-8MM HASTA 100MM 2 UNIDADES BOSCH (2608654401),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",5823,11880,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0030,HOJA SIERRA SABLE MADERA HASTA 150MM 5 UNIDADES (2608654404),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",14558,27080,27080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0031,HOJA SIERRA SABLE METAL Y MAD MASCLAVOS HASTA 100MM 5 UN BOSCH (2608654406),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",13588,25750,25750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOJA0032,HOJA SIERRA SABLE MADERA C /CLAVOS HASTA 250MM 2 UNIDADES BOSCH (2608654834),BOSCH,MAQUINARIA Y HERRAMIENTAS,ACCESORIOS PARA HERRAMIEN,"CUCHILLOS, LIJAS Y SIERRA",14267,26540,26540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUAI0020,HUAIPE SEDA BLANCO BOLSA 1/2 KG,Camus,TERMINACIONES,PINTURA,BROCHAS Y RODILLOS,2061,5990,5990,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
HY0004,GENERADOR GASOLINA 5/5.5KW/KVA PARTIDA ELECT.MONOF.ABIERTO HYUNDAI(82HYG7750E),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES GASOLINA,463592,689592,689592,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0005,GENERADOR GASOLINA 7.5/8.3KW/KVA PARTIDA ELECT.MONOF.ABIERTO HYUNDAI(82HYG11050E),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES GASOLINA,576385,871526,871526,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0007,ATS TABLERO DE TRASF P/GEN DIESEL HYUNDAI(8000SE-LE/6000LE-SE/8600SE)(78ATSD10KW),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES DIESEL,169722,260164,260164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0009,DESBROZADORA 33CC RECTA HYUNDAI (82HYTBC305),Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,ORILLADORAS Y DESMALEZADORAS,83763,133875,133875,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HY0010,DESBROZADORA 43CC RECTA HYUNDAI(82HYTBC415),Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,ORILLADORAS Y DESMALEZADORAS,106347,158192,158192,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
HY0011,DESBROZADORA 52CC RECTA HYUNDAI(82HYTBC520),Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,ORILLADORAS Y DESMALEZADORAS,112394,178351,178351,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HY0013,PODADORA MULTIFUNCIONAL 52CC RECTA 5EN1 HYUNDAI(82HYTM520),Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,CORTACESPED Y CORTASETOS,162205,267601,267601,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HY0020,COMPRESOR TRIFASICO 5.5HP 300LT 115PSI HYUNDAI(82HYXY300),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,COMPRESORES,617874,919087,919087,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0025,GENERADOR DIESEL 6/6.5KW/KVA PARTIDA ELECT.MONOF.ABIERTO HYUNDAI(78DHY8000LE),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES DIESEL,897480,1335002,1335002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0039,ATS TABLERO DE TRASF P/GEN GASOLINA HYUNDAI(7750E/9250E/11050E)(82ATS3000RPM),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES GASOLINA,141487,215539,215539,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HY0044,GENERADOR INVERTER DIGITAL GASOLINA 1.6/2.0KW P/MANUAL HYUNDAI(82HYD2000I),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES GASOLINA,358432,535351,535351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0045,GENERADOR INVERTER DIGITAL GASOLINA 8.2/8.5KW P/ELECT.C/C.REMOTO HYUNDAI(82HYD8750IRD),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES GASOLINA,1256226,1868637,1868637,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HY0046,GENERADOR INVERTER DIGITAL GASOLINA 2.2/2.75KW P/MANUAL HYUNDAI(82HYD2750I),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES GASOLINA,366456,579976,579976,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HY0048,GENERADOR INVERTER DIGITAL GASOLINA 3.5/4.0KW P/ELECT.MANUAL HYUNDAI(82HYD4000I),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES GASOLINA,581313,886585,886585,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0052,HIDROLAVADORA AUTONOMA GASOLINA 7HP 214BAR 9.5L/M HYUNDAI(82HYGPW3100),Hyundai,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS ELECTRICAS,HIDROLAVADORAS,267778,410401,410401,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
HY0057,"(V/C) MOTOBOMBA HYUNDAI GASOLINA 2""  6.6HP ALTA PRESION P/MANUAL  (82HYTF50C)",Hyundai,PRODUCTOS CALZADOS,C. MAQUINARIA,C.MAQUINARIA,199900,339560,339560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0064,FUMIGADORA ESPALDA 25LT 63.3CC C/MOTOR  HYUNDAI(82HYSP-866),Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,FUMIGADORAS,140167,208499,208499,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0066,"(V/C) BOMBA DE AGUA PERISFERICA HYUNDAI 0,5 HP 36 LTS/MIN (82HYQB60M)(E1)",Hyundai,PRODUCTOS CALZADOS,C. MAQUINARIA,C.MAQUINARIA,628052,56050,56050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0067,CARGADOR DE BATERIA 6/12V SMART CHARGER 4000M 4AMP HYUNDAI(11HYSC-4000M),HYUNDAI- WEB,,,BATERIAS Y CARGADORES,27900,54470,54470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0069,CARGADOR DE BATERIA 12V 50AMP HYUNDAI(11HYBC-50T),HYUNDAI- WEB,,,BATERIAS Y CARGADORES,63847,144140,144140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0071,(V/C) BOMBA DE AGUA PERISFERICA HYUNDAI 1 HP 60 LTS/MIN (82HYQB80M)(E1),Hyundai,,,C.MAQUINARIA,47034,61720,61720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0074,GENERADOR GASOLINA 6/6.5KW 7.5/8.1KVA PARTIDA ELEC.TRIF.ABIERTO HYUNDAI(82HYGT9250E),HYUNDAI- WEB,,,GENERADORES GASOLINA,749382,1249390,1249390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0076,MANDO A DISTANCIA 300 MTS HYUNDAI (78RC300),HYUNDAI- WEB,,,GENERADORES GASOLINA,40163,61000,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0091,GENERADOR DIESEL 8/8.5KW/KVA PARTIDA ELECT.MONOF.CERRADO HYUNDAI(78DHY10000SE),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES DIESEL,1649379,2465718,2465718,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0092,CARGADOR DE BATERIA 12/24V HYUNDAI(11HYBC-200T),HYUNDAI- WEB,,,BATERIAS Y CARGADORES,99900,262360,262360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0093,GENERADOR DIESEL 9/10KVA PARTIDA ELECT.MONOF-TRIF.CERRADO HYUNDAI(78DHY12000SE),HYUNDAI- WEB,,,GENERADORES DIESEL,3700000,5838930,5838930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0094,PARTIDOR PARA AUTOMOVIL 12V 750A HYUNDAI(11HYJS-750),Hyundai,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,77481,115253,115253,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
HY0096,PARTIDOR PARA AUTOMOVIL 12V 400A HYUNDAI(11HYPS-400),Hyundai,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,AUTOMOTRIZ,72921,108471,108471,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
HY0098,BOMBA AGUA LIMPIA 1HP CENTRIFUGA HYUNDAI(82HYCPM158M),HYUNDAI- WEB,,,ELECTROBOMBAS,57900,116940,116940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0100,"BOMBA AGUA LIMPIA 4"" 1.25HP 4MTS3/HORA POZO PROFUNDO HYUNDAI(82HY4M4-12M)",HYUNDAI- WEB,,,ELECTROBOMBAS,159900,359130,359130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0102,"BOMBA AGUA LIMPIA 4"" 1.75HP 8MTS3/HORA POZO PROFUNDO HYUNDAI(82HY4M8-10M)",HYUNDAI- WEB,,,ELECTROBOMBAS,184900,391780,391780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0104,BOMBA AGUA SUCIA 0.5HP 10MTS CABLE SUMERGIBLE HYUNDAI(82HYSD400M),HYUNDAI- WEB,,,ELECTROBOMBAS,59900,149830,149830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY0106,"MOTOSIERRA 16"" 45CC CADENA OREGON HYUNDAI (82HYCS4500)",Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,MOTOSIERRAS,110105,163781,163781,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
HY0108,"MOTOSIERRA 18"" 52CC CADENA OREGON HYUNDAI (82HYCS5200A)",Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,MOTOSIERRAS,119605,177912,177912,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
HY0110,"MOTOSIERRA 20"" 52CC CADENA OREGON HYUNDAI (82HYCS5200B)",Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,MOTOSIERRAS,132905,197696,197696,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
HYUN0011,"MOTOBOMBA HYUNDAI DIESEL 4X4"" PART. ELECT 9 HP 1600 LTS/MIN (82HYDP100CLE)",Hyundai,MAQUINARIA Y HERRAMIENTAS,BOMBAS Y MOTORES,MOTOBOMBAS,540181,803520,803520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYUN0074,(V/C) ** CONTROL HYUNDAI ELECTRONICO 10 BAR 220 V MAX 1.5 HP (82HYPC-10M),Hyundai,PRODUCTOS CALZADOS,C. MAQUINARIA,C.MAQUINARIA,18932,21570,21570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYUN0107,"CORTACESPED MANUAL 18"" 5HP GASOLINA HYUNDAI(82HYGM46P)",Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,CORTACESPED Y CORTASETOS,162596,267601,267601,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0
HYUN0108,"CORTACESPED MANUAL 21"" 6.5HP GASOLINA HYUNDAI(82HYGM53P)",Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,CORTACESPED Y CORTASETOS,200360,341976,341976,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
HYUN0109,"CORTACESPED AUTOPROPULSADA 21"" 6.5HP GASOLINA HYUNDAI(82HYGM53S)",Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,CORTACESPED Y CORTASETOS,264031,401476,401476,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HYUN0122,GENERADOR GASOLINA 3.2/3.5KW/KVA PARTIDA ELECT.MONOF.ABIERTO HYUNDAI(82HYG4950E),Hyundai,MAQUINARIA Y HERRAMIENTAS,GENERADORES Y COMPRESORES,GENERADORES GASOLINA,344280,512117,512117,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HYUN0123,"CORTACESPED MANUAL 20"" 5HP GASOLINA HYUNDAI(82HYGM51P)",Hyundai,MAQUINARIA Y HERRAMIENTAS,AGRICOLA Y JARDIN,CORTACESPED Y CORTASETOS,190545,312226,312226,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
HYUN0126,GENERADOR GASOLINA 18KW 20KVA BESTE POWER MONOFASICO HYUNDAI(82BG23000E),Hyundai,,,GENERADORES GASOLINA,1971810,3346875,3346875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYUN0128,GENERADOR GASOLINA 12KW 15KVA BESTE POWER MONOFASICO HYUNDAI(82BG15000E),Hyundai,,,GENERADORES GASOLINA,1161810,2156875,2156875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGAL001,PUERTA METALICA LOA 6 PANELES PREP BLANCA. 80X2000 (E1),IGAL,TERMINACIONES,PUERTAS Y VENTANAS,PUERTAS DISEÑO,74172,145264,145264,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IGAL003,PUERTA METALICA LOA 6 PANELES PREP BLANCA. 85X2000 (E1),IGAL,TERMINACIONES,PUERTAS Y VENTANAS,PUERTAS DISEÑO,73159,150350,150350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGAL005,PUERTA METALICA LOA 6 PANELES PREP BLANCA. 90X2000 (E1),IGAL,TERMINACIONES,PUERTAS Y VENTANAS,PUERTAS DISEÑO,73335,169135,169135,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IMEX0005, (CD) CERAMICA BLANCO BTE 20 X 30 ENGOBE (1.5 M2 CJ) VICERAMICA,CERAM-ALPA PISO-MURO,TERMINACIONES,PISOS,CERAMICA,5072,7470,7470,68,0,68,0,0,0,0,1,1,0,0,0,0,0,0,0
IMEX0006,(CD) CERAMICA MARMOLADO BEIGE 20 X 30 ENGOBE (1.5 M2 CJ) VICERAMICA,CERAM-ALPA PISO-MURO,TERMINACIONES,PISOS,CERAMICA,5410,10640,10640,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
IMEX0007,(CD) CERAMICA MARMOLADO GRIS 20 X 30 ENGOBE (G201)(1.5 M2 CJ) VICERAMICA,CERAM-ALPA PISO-MURO,TERMINACIONES,PISOS,CERAMICA,5670,8835,8835,84,0,84,0,0,1,1,0,0,0,0,0,0,0,0,0
IMEX0018,(CD) CERAMICA BLANCO BTE 25 X 40 ENGOBE (1.5 M2) (G2540)VICERAMICA,CERAM-ALPA PISO-MURO,TERMINACIONES,PISOS,CERAMICA,6459,10227,10227,49,0,49,0,0,21,21,1,1,0,0,0,0,0,0,0
IMEX0019,(CD) CERAMICA MARMOLADO BEIGE BTE 25 X 40 ENGOBE (1.5 M2) VICERAMICA(24001A),CERAMICA-MURO,TERMINACIONES,PISOS,CERAMICA,6462,20620,20620,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
IMEX0020,(CD) CERAMICA MARMOLADO GRIS BTE 25 X 40 ENGOBE (1.5 M2) VICERAMICA (25P3 WP,CERAMICA-MURO,TERMINACIONES,PISOS,CERAMICA,4827,15350,15350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMEX0022,"CERAM MURO BLANCO BTE IMEX 30X60 (9 PALMETAS CJA)(1,62 M2 CJA) (G3060) (E48)",CERAM-ALPA PISO-MURO,TERMINACIONES,PISOS,CERAMICA,7787,13642,13642,13,0,13,0,0,0,0,1,1,0,0,0,0,0,0,0
IMEX0023,"CERAMICA MURO DECORADO BEIGE  25X40 ENGOBE (1,5 M2 CJA) VICERAMICA (P25408B)",CERAMICA-MURO,TERMINACIONES,PISOS,CERAMICA,5950,11790,11790,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
INCO0632,MULTITESTER DIGITAL INGCO C/TENAZA M- DCM6003 (671809)(E1),INGCO ,ELECTRICIDAD,HERRAMIENTAS DE ELECTRICIDAD,PROBADORES DE CORRIENTE,21219,40650,40650,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
INCO0634,MULTITESTER DIGITAL INGCO SUPER SELECT M-DM2002 (671824)(E1),INGCO ,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS MANUALES,TESTER,7170,14860,14860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INCO0636,SOLDADORA INGCO INVERTER 130 AMP 220W CON PINZA Y PORTAELECTRODO (ING-NMA1302),INGCO ,,,MAQUINAS DE SOLDAR,47900,83090,83090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INCO0638,SOLDADORA INGCO INVERTER 160 AMP 220W CON PINZA Y PORTAELECTRODO (ING-NMA1602),INGCO ,,,MAQUINAS DE SOLDAR,58140,93500,93500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INCO0640,"ESMERIL DE BANCO INGCO 6"" 150W 2950RPM 1/4 HP BG61502 (672262)",INGCO ,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS ELECTRICAS,SIERRAS DE BANCO,26620,42227,42227,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
INCO0642,"ESMERIL DE BANCO INGCO 8"" 350W 2950RPM 1/2 HP BG83502 (672295)",INGCO ,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS ELECTRICAS,SIERRAS DE BANCO,52300,82962,82962,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
INDE0010,SOLDADURA ESTAÑO 50% EN ALAM. 1/8 DISP. 1M C/PASTA INDEPP(101-04)(E10),INDEPP,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,ELECTRODOS,2902,6308,6308,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0
INDE0015,SOLDADURA ESTANO 50% EN ALAM. 1/8 DISP. 1M S/PASTA INDEPP(101-03)(E20),INDEPP,MAQUINARIA Y HERRAMIENTAS,SOLDADORAS,ELECTRODOS,2472,6121,6121,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0
ING0001,"INGLETEADORA 12"" 1600W DEWALT(DWS715-B2)",Dewalt,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS ELECTRICAS,INGLETEADORAS,410563,571350,571350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ING0002,"INGLETEADORA 10"" 1600W DEWALT(DWS713-B2)",Dewalt,MAQUINARIA Y HERRAMIENTAS,HERRAMIENTAS ELECTRICAS,INGLETEADORAS,364354,492793,492793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
